name,time,nodeid,value
test,1503460797445967872,222,"235,from,10,44,rssi,-10,msg,id,205,l,48.85,t,26.87,h,48.44,"
test,1503460797971847168,222,"235,from,10,44,rssi,-11,msg,id,205,l,50.07,t,26.87,h,48.44,"
test,1503460798306667008,222,"235,from,10,44,rssi,28,msg,id,255,l,74.49,t,25.58,h,47.76,"
test,1503460798736937984,222,"235,light,75.31,154,temperature,26.19,humidity,48.64,"
test,1503460798752930048,222,"235,from,10,44,rssi,-10,msg,id,205,l,48.44,t,26.86,h,48.41,"
test,1503460799533958912,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.44,t,26.86,h,48.38,"
test,1503460800044145152,222,"235,light,72.87,151,temperature,26.19,humidity,48.64,"
test,1503460800929661952,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.58,h,47.79,"
test,1503460800929761792,222,"235,from,10,44,rssi,28,msg,id,255,l,72.87,t,25.58,h,47.76,"
test,1503460801343991040,222,"235,light,74.09,153,temperature,26.18,humidity,48.64,"
test,1503460801360111104,222,"235,from,10,44,rssi,-8,msg,id,205,l,49.25,t,26.83,h,48.31,"
test,1503460801902112000,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.83,h,48.31,"
test,1503460802236655872,222,"235,from,10,44,rssi,27,msg,id,255,l,74.90,t,25.58,h,47.79,"
test,1503460802650885120,222,"235,light,72.87,150,temperature,26.18,humidity,48.64,"
test,1503460802714905856,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.83,h,48.31,"
test,1503460803479964928,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.83,h,48.31,"
test,1503460803559654912,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.58,h,47.83,"
test,1503460803958203136,222,"235,light,74.90,153,temperature,26.19,humidity,48.64,"
test,1503460804276781056,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.83,h,48.31,"
test,1503460805265208832,222,"235,light,73.27,151,temperature,26.19,humidity,48.64,"
test,1503460805280972032,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.85,t,26.83,h,48.31,"
test,1503460805839119872,222,"235,from,10,44,rssi,-8,msg,id,205,l,49.25,t,26.84,h,48.31,"
test,1503460806189624064,222,"235,from,10,44,rssi,27,msg,id,255,l,75.31,t,25.56,h,47.79,"
test,1503460806572335872,222,"235,light,74.90,152,temperature,26.19,humidity,48.64,"
test,1503460806636017920,222,"235,from,10,44,rssi,-5,msg,id,205,l,50.07,t,26.83,h,48.35,"
test,1503460807432918016,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.83,h,48.31,"
test,1503460807879144960,222,"235,light,72.46,152,temperature,26.19,humidity,48.67,"
test,1503460808229852928,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.83,h,48.31,"
test,1503460808787887104,222,"235,from,10,44,rssi,28,msg,id,255,l,73.68,t,25.58,h,47.79,"
test,1503460809170449920,222,"235,light,74.90,149,temperature,26.19,humidity,48.64,"
test,1503460809803965952,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.84,h,48.31,"
test,1503460809804069120,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.84,h,48.31,"
test,1503460810138731008,222,"235,from,10,44,rssi,28,msg,id,255,l,76.12,t,25.56,h,47.83,"
test,1503460810489257984,222,"235,light,73.27,152,temperature,26.19,humidity,48.64,"
test,1503460810600977920,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.83,h,48.31,"
test,1503460811381884928,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.86,h,48.31,"
test,1503460811429760000,222,"235,from,10,44,rssi,28,msg,id,255,l,75.31,t,25.55,h,47.79,"
test,1503460811780139008,222,"235,light,74.90,150,temperature,26.19,humidity,48.64,"
test,1503460812178728192,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.86,h,48.31,"
test,1503460812752659968,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.54,h,47.79,"
test,1503460813087249152,222,"235,light,73.68,154,temperature,26.16,humidity,48.64,"
test,1503460813103365888,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.85,t,26.84,h,48.25,"
test,1503460813788783104,222,"235,from,10,44,rssi,-9,msg,id,205,l,49.25,t,26.87,h,48.31,"
test,1503460814043874048,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.54,h,47.86,"
test,1503460814394354176,222,"235,light,73.68,151,temperature,26.18,humidity,48.64,"
test,1503460814537789952,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.85,t,26.86,h,48.31,"
test,1503460815334899968,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.87,h,48.35,"
test,1503460815366727168,222,"235,from,10,44,rssi,27,msg,id,255,l,74.90,t,25.52,h,47.86,"
test,1503460815701275136,222,"235,light,74.09,152,temperature,26.18,humidity,48.64,"
test,1503460816147770880,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.87,h,48.31,"
test,1503460816673705216,222,"235,from,10,44,rssi,28,msg,id,255,l,73.68,t,25.51,h,47.86,"
test,1503460817008486144,222,"235,light,73.27,150,temperature,26.18,humidity,48.64,"
test,1503460817024410880,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.87,h,48.31,"
test,1503460817693917952,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.87,h,48.35,"
test,1503460817980676864,222,"235,from,10,44,rssi,28,msg,id,255,l,75.72,t,25.50,h,47.89,"
test,1503460818315483136,222,"235,light,74.49,153,temperature,26.18,humidity,48.64,"
test,1503460818490822144,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.85,t,26.88,h,48.35,"
test,1503460819271949056,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.88,h,48.31,"
test,1503460819287826944,222,"235,from,10,44,rssi,27,msg,id,255,l,74.09,t,25.51,h,47.89,"
test,1503460819622693888,222,"235,light,72.87,151,temperature,26.18,humidity,48.64,"
test,1503460820610759936,222,"235,from,10,44,rssi,27,msg,id,255,l,73.68,t,25.50,h,47.92,"
test,1503460820913556224,222,"235,light,74.90,153,temperature,26.16,humidity,48.64,"
test,1503460820929635072,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.87,h,48.31,"
test,1503460821647002880,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.87,h,48.31,"
test,1503460821933691904,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.51,h,47.92,"
test,1503460822220632064,222,"235,light,73.68,151,temperature,26.16,humidity,48.64,"
test,1503460822443720192,222,"235,from,10,44,rssi,-4,msg,id,205,l,48.85,t,26.87,h,48.25,"
test,1503460823224806912,222,"235,from,10,44,rssi,-8,msg,id,205,l,49.25,t,26.87,h,48.28,"
test,1503460823527684864,222,"235,light,74.49,151,temperature,26.16,humidity,48.64,"
test,1503460823543639808,222,"235,from,10,44,rssi,28,msg,id,255,l,74.49,t,25.50,h,47.92,"
test,1503460824021764096,222,"235,from,10,44,rssi,-5,msg,id,205,l,48.44,t,26.87,h,48.28,"
test,1503460824848700928,222,"235,light,73.68,152,temperature,26.18,humidity,48.64,"
test,1503460824848802048,222,"235,from,10,44,rssi,28,msg,id,255,l,73.68,t,25.51,h,47.96,"
test,1503460825581851904,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.88,h,48.35,"
test,1503460826139769088,222,"235,light,74.49,151,temperature,26.16,humidity,48.64,"
test,1503460826155728128,222,"235,from,10,44,rssi,28,msg,id,255,l,75.31,t,25.51,h,47.99,"
test,1503460826378892032,222,"235,from,10,44,rssi,-7,msg,id,205,l,48.03,t,26.91,h,48.35,"
test,1503460827430958080,222,"235,light,74.90,156,temperature,26.16,humidity,48.64,"
test,1503460827446816000,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.03,t,26.91,h,48.35,"
test,1503460827956825088,222,"235,from,10,44,rssi,-7,msg,id,205,l,47.22,t,26.90,h,48.31,"
test,1503460828737852928,222,"235,light,73.27,151,temperature,26.18,humidity,48.64,"
test,1503460828753858048,222,"235,from,10,44,rssi,28,msg,id,255,l,73.68,t,25.51,h,47.96,"
test,1503460828769697792,222,"235,from,10,44,rssi,-6,msg,id,205,l,48.44,t,26.90,h,48.31,"
test,1503460830044948992,222,"235,light,74.09,153,temperature,26.18,humidity,48.64,"
test,1503460830459417088,222,"235,from,10,44,rssi,-7,msg,id,205,l,47.63,t,26.91,h,48.28,"
test,1503460831351979008,222,"235,light,73.27,149,temperature,26.19,humidity,48.64,"
test,1503460831378842112,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.51,h,47.96,"
test,1503460831378944000,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.91,h,48.25,"
test,1503460831920724992,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.91,h,48.28,"
test,1503460832653929984,222,"235,light,74.49,152,temperature,26.19,humidity,48.64,"
test,1503460832670081024,222,"235,from,10,44,rssi,27,msg,id,255,l,72.46,t,25.51,h,47.92,"
test,1503460833466908928,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.91,h,48.25,"
test,1503460833961071872,222,"235,light,72.87,152,temperature,26.18,humidity,48.64,"
test,1503460833976946944,222,"235,from,10,44,rssi,27,msg,id,255,l,74.09,t,25.52,h,47.92,"
test,1503460834279815936,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.91,h,48.25,"
test,1503460835294080000,222,"235,light,74.49,152,temperature,26.19,humidity,48.64,"
test,1503460835294182144,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.51,h,47.89,"
test,1503460835294307840,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.91,h,48.22,"
test,1503460835867816960,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.91,h,48.18,"
test,1503460836569118976,222,"235,light,73.27,152,temperature,26.16,humidity,48.64,"
test,1503460836585100800,222,"235,from,10,44,rssi,27,msg,id,255,l,74.90,t,25.51,h,47.92,"
test,1503460836648793856,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.03,t,26.91,h,48.18,"
test,1503460837445632000,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.44,t,26.91,h,48.15,"
test,1503460837876128000,222,"235,light,74.49,153,temperature,26.18,humidity,48.64,"
test,1503460837891941120,222,"235,from,10,44,rssi,27,msg,id,255,l,73.68,t,25.51,h,47.92,"
test,1503460838226798080,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.91,h,48.12,"
test,1503460839208167168,222,"235,light,74.09,152,temperature,26.16,humidity,48.64,"
test,1503460839208271104,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.51,h,47.92,"
test,1503460839208399104,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.03,t,26.93,h,48.12,"
test,1503460839797861120,222,"235,from,10,44,rssi,-8,msg,id,205,l,49.25,t,26.91,h,48.12,"
test,1503460840483313152,222,"235,light,74.09,152,temperature,26.16,humidity,48.64,"
test,1503460841391804928,222,"235,from,10,44,rssi,-5,msg,id,205,l,48.44,t,26.91,h,48.09,"
test,1503460841805255936,222,"235,light,73.27,152,temperature,26.16,humidity,48.61,"
test,1503460841805361152,222,"235,from,10,44,rssi,28,msg,id,255,l,73.68,t,25.50,h,47.92,"
test,1503460842171849984,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.91,h,48.05,"
test,1503460843122121984,222,"235,light,74.49,151,temperature,26.16,humidity,48.64,"
test,1503460843122222848,222,"235,from,10,44,rssi,27,msg,id,255,l,74.90,t,25.50,h,47.96,"
test,1503460843122426112,222,"235,from,10,44,rssi,-6,msg,id,205,l,49.25,t,26.93,h,48.02,"
test,1503460843775656960,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.94,h,48.05,"
test,1503460844397317888,222,"235,light,73.27,151,temperature,26.16,humidity,48.64,"
test,1503460844413120000,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.51,h,47.92,"
test,1503460844540668928,222,"235,from,10,44,rssi,-7,msg,id,205,l,48.85,t,26.94,h,47.99,"
test,1503460845730260992,222,"235,light,73.68,151,temperature,26.19,humidity,48.64,"
test,1503460845730365952,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.93,h,48.05,"
test,1503460845730492160,222,"235,from,10,44,rssi,27,msg,id,255,l,73.68,t,25.51,h,47.92,"
test,1503460846128599040,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.94,h,48.05,"
test,1503460846989420800,222,"235,light,75.72,155,temperature,26.19,humidity,48.61,"
test,1503460847005351936,222,"235,from,10,44,rssi,27,msg,id,255,l,74.49,t,25.51,h,47.92,"
test,1503460847722574080,222,"235,from,10,44,rssi,-7,msg,id,205,l,49.25,t,26.94,h,47.99,"
test,1503460848296616192,222,"235,light,71.64,150,temperature,26.22,humidity,48.64,"
test,1503460848312339968,222,"235,from,10,44,rssi,27,msg,id,255,l,74.90,t,25.51,h,47.92,"
test,1503460848535516928,222,"235,from,10,44,rssi,-5,msg,id,205,l,49.25,t,26.93,h,48.12,"
test,1503460849300676096,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.91,h,48.18,"
test,1503460849603394048,222,"235,light,74.49,151,temperature,26.22,humidity,48.64,"
test,1503460849619340800,222,"235,from,10,44,rssi,28,msg,id,255,l,73.27,t,25.51,h,47.92,"
test,1503460850910624000,222,"235,light,72.05,151,temperature,26.22,humidity,48.57,"
test,1503460850926511104,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.03,t,26.91,h,48.25,"
test,1503460851659708928,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.44,t,26.93,h,48.31,"
test,1503460852201370880,222,"235,light,74.90,150,temperature,26.23,humidity,48.57,"
test,1503460852217510912,222,"235,from,10,44,rssi,27,msg,id,255,l,74.90,t,25.51,h,47.89,"
test,1503460852472506112,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.93,h,48.31,"
test,1503460853521467904,222,"235,light,75.72,155,temperature,26.23,humidity,48.54,"
test,1503460853521572096,222,"235,from,10,44,rssi,-6,msg,id,205,l,48.44,t,26.91,h,48.31,"
test,1503460854827482880,222,"235,light,72.05,150,temperature,26.26,humidity,48.51,"
test,1503460854827589888,222,"235,from,10,44,rssi,27,msg,id,255,l,74.49,t,25.51,h,47.86,"
test,1503460856133507072,222,"235,light,74.90,151,temperature,26.26,humidity,48.51,"
test,1503460856133626880,222,"235,from,10,44,rssi,28,msg,id,255,l,74.90,t,25.51,h,47.89,"
test,1503460857424681984,222,"235,light,74.49,153,temperature,26.23,humidity,48.51,"
test,1503460857683006976,222,"235,from,10,44,rssi,10,msg,id,211,l,78.97,t,25.48,h,50.25,"
test,1503460857998397952,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.85,t,26.90,h,48.31,"
test,1503460858715714048,222,"235,light,75.31,151,temperature,26.25,humidity,48.48,"
test,1503460858731593984,222,"235,from,10,44,rssi,27,msg,id,255,l,73.68,t,25.52,h,47.89,"
test,1503460860022764032,222,"235,light,72.87,152,temperature,26.26,humidity,48.48,"
test,1503460860038695936,222,"235,from,10,44,rssi,28,msg,id,255,l,74.49,t,25.55,h,47.89,"
test,1503460861329672960,222,"235,light,75.72,153,temperature,26.25,humidity,48.48,"
test,1503460861935600896,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.87,h,48.25,"
test,1503460862636914944,222,"235,light,72.87,152,temperature,26.25,humidity,48.44,"
test,1503460862652723968,222,"235,from,10,44,rssi,28,msg,id,255,l,74.49,t,25.55,h,47.89,"
test,1503460863927966976,222,"235,light,73.27,150,temperature,26.26,humidity,48.44,"
test,1503460863943666944,222,"235,from,10,44,rssi,28,msg,id,255,l,74.49,t,25.55,h,47.86,"
test,1503460864310464000,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.87,h,48.22,"
test,1503460865235002112,222,"235,light,74.09,153,temperature,26.25,humidity,48.44,"
test,1503460866542045952,222,"235,light,74.49,153,temperature,26.23,humidity,48.44,"
test,1503460866557918976,222,"235,from,10,44,rssi,27,msg,id,255,l,74.09,t,25.55,h,47.83,"
test,1503460866685410048,222,"235,from,10,44,rssi,-9,msg,id,205,l,49.66,t,26.90,h,48.25,"
test,1503460867863937024,222,"235,light,74.09,153,temperature,26.23,humidity,48.44,"
test,1503460867864038912,222,"235,from,10,44,rssi,27,msg,id,255,l,72.87,t,25.55,h,47.83,"
test,1503460869138988032,222,"235,light,74.09,153,temperature,26.22,humidity,48.44,"
test,1503460869154860032,222,"235,from,10,44,rssi,-6,msg,id,205,l,48.44,t,26.88,h,48.64,"
test,1503460869840371968,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.90,h,48.74,"
test,1503460870446008832,222,"235,light,74.49,152,temperature,26.23,humidity,48.44,"
test,1503460870621296896,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.90,h,48.80,"
test,1503460871402306048,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.90,h,48.87,"
test,1503460871753035008,222,"235,light,72.46,152,temperature,26.23,humidity,48.44,"
test,1503460872199245056,222,"235,from,10,44,rssi,-9,msg,id,205,l,49.25,t,26.90,h,48.90,"
test,1503460873059959808,222,"235,light,74.09,150,temperature,26.19,humidity,48.48,"
test,1503460873777235968,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.90,h,48.96,"
test,1503460874367083008,222,"235,light,72.46,152,temperature,26.19,humidity,48.44,"
test,1503460874574166016,222,"235,from,10,44,rssi,-8,msg,id,205,l,49.25,t,26.91,h,48.87,"
test,1503460875355296000,222,"235,from,10,44,rssi,-9,msg,id,205,l,49.25,t,26.91,h,48.90,"
test,1503460875674048000,222,"235,light,74.49,150,temperature,26.19,humidity,48.48,"
test,1503460875737832192,222,"235,from,10,44,rssi,27,msg,id,255,l,73.68,t,25.54,h,47.79,"
test,1503460876152260096,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.91,h,48.87,"
test,1503460876965233920,222,"235,light,74.09,154,temperature,26.20,humidity,48.44,"
test,1503460876981074944,222,"235,from,10,44,rssi,-6,msg,id,205,l,48.85,t,26.91,h,48.83,"
test,1503460877730270976,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.44,t,26.90,h,48.80,"
test,1503460878272062976,222,"235,light,74.09,150,temperature,26.19,humidity,48.48,"
test,1503460878527066880,222,"235,from,10,44,rssi,-10,msg,id,205,l,48.44,t,26.90,h,48.70,"
test,1503460879579309056,222,"235,light,73.68,151,temperature,26.20,humidity,48.48,"
test,1503460879595096064,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.90,h,48.70,"
test,1503460880886266880,222,"235,light,73.68,148,temperature,26.19,humidity,48.51,"
test,1503460880902152960,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.91,h,48.64,"
test,1503460881667278080,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.91,h,48.64,"
test,1503460882193341952,222,"235,light,74.49,152,temperature,26.19,humidity,48.48,"
test,1503460882464130048,222,"235,from,10,44,rssi,-7,msg,id,205,l,48.85,t,26.90,h,48.61,"
test,1503460883515296000,222,"235,light,73.27,150,temperature,26.19,humidity,48.51,"
test,1503460883515401984,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.03,t,26.91,h,48.70,"
test,1503460884089116928,222,"235,from,10,44,rssi,-8,msg,id,205,l,49.25,t,26.91,h,48.70,"
test,1503460884806340864,222,"235,light,75.31,154,temperature,26.19,humidity,48.51,"
test,1503460885635057920,222,"235,from,10,44,rssi,-10,msg,id,205,l,48.85,t,26.91,h,48.74,"
test,1503460886113293824,222,"235,light,72.87,152,temperature,26.19,humidity,48.51,"
test,1503460886432152064,222,"235,from,10,44,rssi,-6,msg,id,205,l,48.85,t,26.91,h,48.74,"
test,1503460887404408832,222,"235,light,75.31,153,temperature,26.19,humidity,48.51,"
test,1503460887420348928,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.85,t,26.93,h,48.74,"
test,1503460887563812096,222,"235,from,10,44,rssi,28,msg,id,255,l,76.12,t,25.51,h,47.86,"
test,1503460887994245120,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.93,h,48.70,"
test,1503460888711500032,222,"235,light,73.27,151,temperature,26.16,humidity,48.51,"
test,1503460888807171072,222,"235,from,10,44,rssi,-9,msg,id,205,l,47.63,t,26.93,h,48.67,"
test,1503460890018516992,222,"235,light,74.90,152,temperature,26.18,humidity,48.54,"
test,1503460890369102848,222,"235,from,10,44,rssi,-10,msg,id,205,l,48.44,t,26.93,h,48.64,"
test,1503460891309492224,222,"235,light,74.09,155,temperature,26.18,humidity,48.54,"
test,1503460891325459968,222,"235,from,10,44,rssi,-6,msg,id,205,l,48.03,t,26.93,h,48.70,"
test,1503460891947217920,222,"235,from,10,44,rssi,-10,msg,id,205,l,48.03,t,26.93,h,48.74,"
test,1503460892616820992,222,"235,light,73.68,150,temperature,26.18,humidity,48.57,"
test,1503460892760045056,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.44,t,26.93,h,48.77,"
test,1503460893525021952,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.85,t,26.93,h,48.77,"
test,1503460893923264000,222,"235,light,74.09,155,temperature,26.18,humidity,48.57,"
test,1503460895229559808,222,"235,light,73.68,150,temperature,26.16,humidity,48.57,"
test,1503460895245542912,222,"235,from,10,44,rssi,-6,msg,id,205,l,48.85,t,26.91,h,48.90,"
test,1503460895436697856,222,"235,from,10,44,rssi,28,msg,id,255,l,74.49,t,25.54,h,47.92,"
test,1503460895882801152,222,"235,from,10,44,rssi,-8,msg,id,205,l,48.85,t,26.91,h,48.93,"
test,1503460896535970048,222,"235,light,74.49,153,temperature,26.18,humidity,48.61,"
test,1503460896679330048,222,"235,from,10,44,rssi,-9,msg,id,205,l,46.81,t,26.91,h,48.96,"
test,1503460897475843840,222,"235,from,10,44,rssi,-9,msg,id,205,l,48.44,t,26.91,h,48.96,"
test,1503460897842409984,222,"235,light,73.68,150,temperature,26.18,humidity,48.61,"
test,1503460899163757056,222,"235,light,74.49,153,temperature,26.19,humidity,48.57,"
