name,time,nodeid,value
test,1503461003029612032,111,"255,light,75.31,160,temperature,25.69,humidity,47.57,"
test,1503461003300035840,111,"255,from,10,44,rssi,-4,msg,id,205,l,48.44,t,27.00,h,48.15,"
test,1503461003507052032,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.33,h,48.25,"
test,1503461004350691072,111,"255,light,74.09,158,temperature,25.68,humidity,47.53,"
test,1503461004366458880,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,27.00,h,48.18,"
test,1503461004780296960,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.33,h,48.25,"
test,1503461004875757824,111,"255,from,10,44,rssi,-1,msg,id,205,l,48.44,t,26.98,h,48.18,"
test,1503461005655705088,111,"255,light,73.27,160,temperature,25.66,humidity,47.50,"
test,1503461006101368064,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.33,h,48.25,"
test,1503461006976777984,111,"255,light,74.90,160,temperature,25.66,humidity,47.53,"
test,1503461007215378944,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,26.98,h,48.05,"
test,1503461007406481152,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.31,h,48.25,"
test,1503461008281858048,111,"255,light,73.27,159,temperature,25.68,humidity,47.53,"
test,1503461008297797888,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,26.98,h,48.05,"
test,1503461008695703040,111,"255,from,10,44,rssi,29,msg,id,235,l,74.09,t,26.30,h,48.25,"
test,1503461008822998016,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.98,h,48.05,"
test,1503461009617815040,111,"255,light,72.87,157,temperature,25.66,humidity,47.53,"
test,1503461009617917952,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.97,h,48.05,"
test,1503461010031738880,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.31,h,48.25,"
test,1503461010906991104,111,"255,light,72.87,160,temperature,25.69,humidity,47.47,"
test,1503461011161638144,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.98,h,48.12,"
test,1503461011304924928,111,"255,from,10,44,rssi,28,msg,id,235,l,74.09,t,26.30,h,48.25,"
test,1503461012243021056,111,"255,light,74.90,160,temperature,25.69,humidity,47.50,"
test,1503461012243129088,111,"255,from,10,44,rssi,0,msg,id,205,l,48.03,t,26.98,h,48.09,"
test,1503461012768261888,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.98,h,48.05,"
test,1503461013532231936,111,"255,light,73.27,158,temperature,25.68,humidity,47.47,"
test,1503461013930136064,111,"255,from,10,44,rssi,28,msg,id,235,l,74.90,t,26.30,h,48.25,"
test,1503461014328086016,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,27.00,h,48.02,"
test,1503461014853279232,111,"255,light,73.68,159,temperature,25.66,humidity,47.47,"
test,1503461015123768064,111,"255,from,10,44,rssi,-1,msg,id,205,l,48.44,t,26.98,h,47.99,"
test,1503461015251270144,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.30,h,48.22,"
test,1503461016158278912,111,"255,light,74.90,161,temperature,25.68,humidity,47.47,"
test,1503461016174292992,111,"255,from,10,44,rssi,0,msg,id,205,l,49.25,t,26.98,h,47.99,"
test,1503461016540365056,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.31,h,48.22,"
test,1503461016699542016,111,"255,from,10,44,rssi,0,msg,id,205,l,49.25,t,27.00,h,47.96,"
test,1503461017494313984,111,"255,light,75.72,159,temperature,25.68,humidity,47.47,"
test,1503461017496804096,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,27.00,h,47.92,"
test,1503461018783660800,111,"255,light,74.09,156,temperature,25.68,humidity,47.44,"
test,1503461019101856000,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,27.00,h,47.92,"
test,1503461019133722112,111,"255,from,10,44,rssi,29,msg,id,235,l,75.31,t,26.30,h,48.18,"
test,1503461020104568064,111,"255,light,74.09,161,temperature,25.69,humidity,47.44,"
test,1503461020104696064,111,"255,from,10,44,rssi,0,msg,id,205,l,47.63,t,26.98,h,47.92,"
test,1503461020438834944,111,"255,from,10,44,rssi,29,msg,id,235,l,76.12,t,26.33,h,48.18,"
test,1503461020661680896,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,26.98,h,47.92,"
test,1503461021409751040,111,"255,light,76.53,158,temperature,25.68,humidity,47.44,"
test,1503461021425645056,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,26.98,h,47.89,"
test,1503461021743983104,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.33,h,48.18,"
test,1503461022221466112,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.98,h,47.92,"
test,1503461022730812928,111,"255,light,74.49,157,temperature,25.66,humidity,47.40,"
test,1503461023017251072,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.98,h,47.92,"
test,1503461023049086976,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.31,h,48.18,"
test,1503461024035954944,111,"255,light,74.09,160,temperature,25.68,humidity,47.44,"
test,1503461024051815936,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.98,h,47.89,"
test,1503461024354257152,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.31,h,48.18,"
test,1503461025341073152,111,"255,light,75.31,161,temperature,25.66,humidity,47.44,"
test,1503461025404705024,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.97,h,47.92,"
test,1503461025643433216,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.31,h,48.18,"
test,1503461026184529920,111,"255,from,10,44,rssi,0,msg,id,205,l,49.25,t,26.95,h,47.96,"
test,1503461026662110976,111,"255,light,74.09,158,temperature,25.66,humidity,47.47,"
test,1503461026932823808,111,"255,from,10,44,rssi,28,msg,id,235,l,76.12,t,26.31,h,48.18,"
test,1503461027314654208,111,"255,from,10,44,rssi,0,msg,id,205,l,48.03,t,26.94,h,47.89,"
test,1503461027967137024,111,"255,light,74.09,158,temperature,25.66,humidity,47.47,"
test,1503461027983139072,111,"255,from,10,44,rssi,0,msg,id,205,l,49.25,t,26.94,h,47.92,"
test,1503461028253631232,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.31,h,48.18,"
test,1503461028540177152,111,"255,from,10,44,rssi,0,msg,id,205,l,48.44,t,26.94,h,47.92,"
test,1503461029288247040,111,"255,light,74.90,160,temperature,25.66,humidity,47.47,"
test,1503461029526947072,111,"255,from,10,44,rssi,29,msg,id,235,l,75.72,t,26.33,h,48.18,"
test,1503461030593512960,111,"255,light,74.90,158,temperature,25.66,humidity,47.47,"
test,1503461030848022016,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.34,h,48.18,"
test,1503461030911671040,111,"255,from,10,44,rssi,0,msg,id,205,l,48.85,t,26.91,h,47.92,"
test,1503461031929337856,111,"255,light,73.68,158,temperature,25.68,humidity,47.47,"
test,1503461031929440000,111,"255,from,10,44,rssi,1,msg,id,205,l,48.44,t,26.91,h,47.99,"
test,1503461032486466816,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.34,h,48.18,"
test,1503461033218509056,111,"255,light,74.49,161,temperature,25.66,humidity,47.50,"
test,1503461033298149120,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.91,h,48.05,"
test,1503461033441408000,111,"255,from,10,44,rssi,29,msg,id,235,l,75.72,t,26.36,h,48.18,"
test,1503461034062102016,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.91,h,48.05,"
test,1503461034539622912,111,"255,light,75.31,158,temperature,25.68,humidity,47.50,"
test,1503461034746535168,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.34,h,48.18,"
test,1503461034841986048,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.90,h,48.05,"
test,1503461035844847872,111,"255,light,74.09,159,temperature,25.68,humidity,47.47,"
test,1503461035860642048,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.12,"
test,1503461036051672832,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.34,h,48.18,"
test,1503461036465437952,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.18,"
test,1503461037165836032,111,"255,light,74.49,161,temperature,25.69,humidity,47.50,"
test,1503461037229465088,111,"255,from,10,44,rssi,3,msg,id,205,l,51.29,t,26.90,h,48.22,"
test,1503461037340910080,111,"255,from,10,44,rssi,29,msg,id,235,l,76.12,t,26.36,h,48.15,"
test,1503461038009362944,111,"255,from,10,44,rssi,3,msg,id,205,l,48.03,t,26.91,h,48.22,"
test,1503461038470913792,111,"255,light,75.31,157,temperature,25.69,humidity,47.50,"
test,1503461038582386944,111,"255,from,10,44,rssi,28,msg,id,211,l,79.38,t,25.51,h,49.93,"
test,1503461038645984768,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.34,h,48.18,"
test,1503461038821104896,111,"255,from,10,44,rssi,3,msg,id,205,l,49.25,t,26.91,h,48.18,"
test,1503461039806874880,111,"255,light,74.09,157,temperature,25.69,humidity,47.47,"
test,1503461039806978048,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.90,h,48.25,"
test,1503461039966011904,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.33,h,48.18,"
test,1503461041096060160,111,"255,light,74.09,160,temperature,25.69,humidity,47.47,"
test,1503461041191631104,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.91,h,48.22,"
test,1503461041255228160,111,"255,from,10,44,rssi,28,msg,id,235,l,74.09,t,26.33,h,48.15,"
test,1503461041971576832,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.93,h,48.18,"
test,1503461042417215232,111,"255,light,75.31,159,temperature,25.69,humidity,47.47,"
test,1503461042560532992,111,"255,from,10,44,rssi,29,msg,id,235,l,74.09,t,26.33,h,48.18,"
test,1503461042751333888,111,"255,from,10,44,rssi,2,msg,id,205,l,48.03,t,26.91,h,48.12,"
test,1503461043722341120,111,"255,light,73.68,162,temperature,25.70,humidity,47.47,"
test,1503461043738205952,111,"255,from,10,44,rssi,2,msg,id,205,l,49.25,t,26.93,h,48.12,"
test,1503461043865443072,111,"255,from,10,44,rssi,29,msg,id,235,l,75.31,t,26.33,h,48.15,"
test,1503461044327034880,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.93,h,48.09,"
test,1503461045027364096,111,"255,light,74.09,160,temperature,25.72,humidity,47.47,"
test,1503461045169672960,111,"255,from,10,44,rssi,2,msg,id,205,l,47.63,t,26.94,h,48.05,"
test,1503461045169774080,111,"255,from,10,44,rssi,28,msg,id,235,l,74.90,t,26.34,h,48.18,"
test,1503461045901783040,111,"255,from,10,44,rssi,3,msg,id,205,l,49.25,t,26.94,h,48.02,"
test,1503461046347464192,111,"255,light,75.31,161,temperature,25.70,humidity,47.47,"
test,1503461046474666240,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.33,h,48.15,"
test,1503461046713395200,111,"255,from,10,44,rssi,3,msg,id,205,l,49.25,t,26.91,h,47.96,"
test,1503461047652544000,111,"255,light,75.31,159,temperature,25.70,humidity,47.44,"
test,1503461047668387840,111,"255,from,10,44,rssi,3,msg,id,205,l,49.25,t,26.93,h,47.99,"
test,1503461047779766016,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.33,h,48.18,"
test,1503461048273121024,111,"255,from,10,44,rssi,3,msg,id,205,l,50.48,t,26.93,h,47.96,"
test,1503461048973710080,111,"255,light,74.09,158,temperature,25.69,humidity,47.40,"
test,1503461049069134080,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.94,h,47.92,"
test,1503461049100812800,111,"255,from,10,44,rssi,29,msg,id,235,l,75.72,t,26.33,h,48.15,"
test,1503461050278708992,111,"255,light,74.49,161,temperature,25.69,humidity,47.40,"
test,1503461050390166016,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.33,h,48.15,"
test,1503461050644780032,111,"255,from,10,44,rssi,2,msg,id,205,l,49.25,t,26.91,h,47.86,"
test,1503461051599705856,111,"255,light,75.31,158,temperature,25.69,humidity,47.40,"
test,1503461051615662080,111,"255,from,10,44,rssi,2,msg,id,205,l,48.03,t,26.94,h,47.96,"
test,1503461051695175936,111,"255,from,10,44,rssi,29,msg,id,235,l,75.31,t,26.33,h,48.18,"
test,1503461052220515840,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.94,h,47.99,"
test,1503461052904846848,111,"255,light,74.49,158,temperature,25.69,humidity,47.44,"
test,1503461053000366080,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.33,h,48.18,"
test,1503461053016224000,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.93,h,48.09,"
test,1503461054225996032,111,"255,light,74.49,161,temperature,25.68,humidity,47.44,"
test,1503461054305540096,111,"255,from,10,44,rssi,28,msg,id,235,l,75.72,t,26.33,h,48.18,"
test,1503461054592017920,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.91,h,48.12,"
test,1503461055531083008,111,"255,light,75.31,161,temperature,25.68,humidity,47.47,"
test,1503461055547003136,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.91,h,48.22,"
test,1503461055610584064,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.33,h,48.18,"
test,1503461056167614976,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.28,"
test,1503461056852114944,111,"255,light,74.90,158,temperature,25.69,humidity,47.47,"
test,1503461056915889920,111,"255,from,10,44,rssi,29,msg,id,235,l,75.72,t,26.33,h,48.15,"
test,1503461056963525888,111,"255,from,10,44,rssi,3,msg,id,205,l,49.25,t,26.91,h,48.25,"
test,1503461057743369216,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.91,h,48.31,"
test,1503461058157319936,111,"255,light,74.09,158,temperature,25.69,humidity,47.47,"
test,1503461058220812032,111,"255,from,10,44,rssi,29,msg,id,235,l,72.87,t,26.33,h,48.18,"
test,1503461058539277056,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.91,h,48.31,"
test,1503461059493150976,111,"255,light,74.90,161,temperature,25.70,humidity,47.47,"
test,1503461059493268992,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.93,h,48.31,"
test,1503461060113921024,111,"255,from,10,44,rssi,3,msg,id,205,l,48.03,t,26.94,h,48.31,"
test,1503461060782306816,111,"255,light,75.31,160,temperature,25.69,humidity,47.44,"
test,1503461060846054144,111,"255,from,10,44,rssi,28,msg,id,235,l,73.68,t,26.36,h,48.18,"
test,1503461060925579008,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.94,h,48.31,"
test,1503461061705524992,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.93,h,48.41,"
test,1503461062103396864,111,"255,light,74.09,158,temperature,25.69,humidity,47.44,"
test,1503461062119448064,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.36,h,48.18,"
test,1503461062549114112,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.94,h,48.44,"
test,1503461063438554880,111,"255,light,74.49,160,temperature,25.69,humidity,47.47,"
test,1503461063438663936,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.94,h,48.41,"
test,1503461063438790912,111,"255,from,10,44,rssi,29,msg,id,235,l,72.05,t,26.33,h,48.18,"
test,1503461064075009024,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.94,h,48.41,"
test,1503461064727636224,111,"255,light,75.31,160,temperature,25.69,humidity,47.44,"
test,1503461064743514112,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.33,h,48.18,"
test,1503461064886817024,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.94,h,48.38,"
test,1503461065666737152,111,"255,from,10,44,rssi,2,msg,id,205,l,49.25,t,26.94,h,48.38,"
test,1503461066032741120,111,"255,light,74.49,157,temperature,25.69,humidity,47.47,"
test,1503461066064569856,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.33,h,48.18,"
test,1503461066446522880,111,"255,from,10,44,rssi,3,msg,id,205,l,49.25,t,26.94,h,48.35,"
test,1503461067353816064,111,"255,light,74.90,161,temperature,25.69,humidity,47.47,"
test,1503461067353938176,111,"255,from,10,44,rssi,2,msg,id,205,l,48.44,t,26.95,h,48.31,"
test,1503461067369489920,111,"255,from,10,44,rssi,29,msg,id,235,l,74.90,t,26.33,h,48.18,"
test,1503461068022232064,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.93,h,48.38,"
test,1503461068658982912,111,"255,light,74.90,160,temperature,25.69,humidity,47.47,"
test,1503461068674902016,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.30,h,48.22,"
test,1503461068818141952,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.94,h,48.31,"
test,1503461069964039168,111,"255,light,76.12,158,temperature,25.69,humidity,47.47,"
test,1503461069979990016,111,"255,from,10,44,rssi,29,msg,id,235,l,75.31,t,26.30,h,48.22,"
test,1503461070425643008,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.91,h,48.35,"
test,1503461071299122176,111,"255,light,74.49,160,temperature,25.69,humidity,47.44,"
test,1503461071299227904,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.31,"
test,1503461071967516928,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.93,h,48.31,"
test,1503461072618971136,111,"255,light,75.31,161,temperature,25.69,humidity,47.47,"
test,1503461072619080192,111,"255,from,10,44,rssi,29,msg,id,235,l,74.09,t,26.30,h,48.22,"
test,1503461072778265088,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.28,"
test,1503461073558178048,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.91,h,48.31,"
test,1503461073908300032,111,"255,light,74.90,157,temperature,25.69,humidity,47.47,"
test,1503461073924190976,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.30,h,48.22,"
test,1503461074322014208,111,"255,from,10,44,rssi,4,msg,id,205,l,48.85,t,26.90,h,48.25,"
test,1503461075213381888,111,"255,light,74.90,159,temperature,25.69,humidity,47.47,"
test,1503461075229355008,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.91,h,48.25,"
test,1503461075913649152,111,"255,from,10,44,rssi,3,msg,id,205,l,47.22,t,26.90,h,48.25,"
test,1503461076548449024,111,"255,light,75.31,163,temperature,25.68,humidity,47.47,"
test,1503461076548555008,111,"255,from,10,44,rssi,29,msg,id,235,l,75.31,t,26.30,h,48.25,"
test,1503461077487492096,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.18,"
test,1503461077867374848,111,"255,light,76.53,161,temperature,25.66,humidity,47.47,"
test,1503461077867461888,111,"255,from,10,44,rssi,29,msg,id,235,l,74.09,t,26.30,h,48.25,"
test,1503461078297192960,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.93,h,48.18,"
test,1503461079156701952,111,"255,light,73.27,158,temperature,25.66,humidity,47.50,"
test,1503461079172658944,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.30,h,48.25,"
test,1503461079857058048,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.94,h,48.25,"
test,1503461080492605952,111,"255,light,74.90,161,temperature,25.66,humidity,47.47,"
test,1503461080492724992,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.30,h,48.25,"
test,1503461080651766016,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.91,h,48.28,"
test,1503461081431657984,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.93,h,48.41,"
test,1503461081781776896,111,"255,light,75.31,158,temperature,25.63,humidity,47.50,"
test,1503461081797797888,111,"255,from,10,44,rssi,29,msg,id,235,l,74.09,t,26.29,h,48.25,"
test,1503461082243352832,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.93,h,48.44,"
test,1503461083116731904,111,"255,light,74.49,159,temperature,25.63,humidity,47.53,"
test,1503461083116851200,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.30,h,48.28,"
test,1503461083801136896,111,"255,from,10,44,rssi,4,msg,id,205,l,48.85,t,26.91,h,48.44,"
test,1503461084406043136,111,"255,light,74.90,160,temperature,25.62,humidity,47.57,"
test,1503461084421856000,111,"255,from,10,44,rssi,29,msg,id,235,l,72.87,t,26.30,h,48.28,"
test,1503461084628820992,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.41,"
test,1503461085392744960,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.41,"
test,1503461085727026944,111,"255,light,74.90,158,temperature,25.62,humidity,47.53,"
test,1503461085742916096,111,"255,from,10,44,rssi,29,msg,id,235,l,75.72,t,26.30,h,48.25,"
test,1503461087032193792,111,"255,light,74.90,160,temperature,25.62,humidity,47.60,"
test,1503461087048156928,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.30,h,48.28,"
test,1503461087748478976,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.91,h,48.57,"
test,1503461088337303040,111,"255,light,75.31,161,temperature,25.62,humidity,47.60,"
test,1503461088353221888,111,"255,from,10,44,rssi,29,msg,id,235,l,74.09,t,26.31,h,48.28,"
test,1503461088560046848,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.57,"
test,1503461089324237056,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.93,h,48.54,"
test,1503461089673229056,111,"255,light,76.12,162,temperature,25.62,humidity,47.60,"
test,1503461089673337088,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.31,h,48.28,"
test,1503461090962449152,111,"255,light,74.90,159,temperature,25.59,humidity,47.60,"
test,1503461090978300928,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.91,h,48.51,"
test,1503461092297364992,111,"255,light,74.09,163,temperature,25.62,humidity,47.60,"
test,1503461092297477888,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.30,h,48.25,"
test,1503461092504340992,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.94,h,48.31,"
test,1503461093616452096,111,"255,light,76.12,162,temperature,25.62,humidity,47.60,"
test,1503461093616569088,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.94,h,48.28,"
test,1503461094078115840,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.94,h,48.25,"
test,1503461094905745920,111,"255,light,75.72,158,temperature,25.62,humidity,47.63,"
test,1503461094921655808,111,"255,from,10,44,rssi,29,msg,id,235,l,75.31,t,26.31,h,48.25,"
test,1503461095653852928,111,"255,from,10,44,rssi,3,msg,id,205,l,48.44,t,26.94,h,48.22,"
test,1503461096240668928,111,"255,light,74.90,163,temperature,25.62,humidity,47.60,"
test,1503461096240782080,111,"255,from,10,44,rssi,29,msg,id,235,l,72.87,t,26.30,h,48.25,"
test,1503461096479491840,111,"255,from,10,44,rssi,4,msg,id,205,l,48.44,t,26.94,h,48.12,"
test,1503461097529833984,111,"255,light,76.94,160,temperature,25.62,humidity,47.60,"
test,1503461097545691904,111,"255,from,10,44,rssi,29,msg,id,235,l,75.72,t,26.30,h,48.25,"
test,1503461098876069120,111,"255,light,75.72,160,temperature,25.62,humidity,47.63,"
test,1503461098876153088,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.30,h,48.25,"
test,1503461098876292864,111,"255,from,10,44,rssi,28,msg,id,211,l,79.38,t,25.55,h,50.12,"
test,1503461100178906880,111,"255,light,74.49,161,temperature,25.62,humidity,47.60,"
test,1503461100181446912,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.29,h,48.25,"
test,1503461100401700096,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.95,h,48.02,"
test,1503461101468193024,111,"255,light,75.31,163,temperature,25.62,humidity,47.60,"
test,1503461101484018176,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.95,h,48.05,"
test,1503461102804140032,111,"255,light,74.90,159,temperature,25.62,humidity,47.60,"
test,1503461102804246016,111,"255,from,10,44,rssi,29,msg,id,235,l,74.09,t,26.30,h,48.25,"
test,1503461104093285120,111,"255,light,74.09,158,temperature,25.62,humidity,47.60,"
test,1503461104109163008,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.33,h,48.25,"
test,1503461104363902976,111,"255,from,10,44,rssi,4,msg,id,205,l,48.85,t,26.95,h,48.05,"
test,1503461105428247808,111,"255,light,75.31,163,temperature,25.62,humidity,47.60,"
test,1503461105428348160,111,"255,from,10,44,rssi,4,msg,id,205,l,48.44,t,26.97,h,48.09,"
test,1503461105937519104,111,"255,from,10,44,rssi,4,msg,id,205,l,48.44,t,26.95,h,48.12,"
test,1503461106717324032,111,"255,light,76.53,160,temperature,25.62,humidity,47.60,"
test,1503461106733329152,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.33,h,48.25,"
test,1503461107497332224,111,"255,from,10,44,rssi,3,msg,id,205,l,48.03,t,26.97,h,48.18,"
test,1503461108053405952,111,"255,light,74.09,158,temperature,25.62,humidity,47.60,"
test,1503461108053505792,111,"255,from,10,44,rssi,28,msg,id,235,l,72.87,t,26.33,h,48.25,"
test,1503461108292368896,111,"255,from,10,44,rssi,3,msg,id,205,l,48.03,t,26.98,h,48.25,"
test,1503461109342669056,111,"255,light,76.53,162,temperature,25.62,humidity,47.60,"
test,1503461109358465792,111,"255,from,10,44,rssi,29,msg,id,235,l,74.49,t,26.33,h,48.25,"
test,1503461110677541120,111,"255,light,76.12,159,temperature,25.63,humidity,47.60,"
test,1503461110679974912,111,"255,from,10,44,rssi,29,msg,id,235,l,72.87,t,26.33,h,48.22,"
test,1503461111966799872,111,"255,light,74.90,158,temperature,25.63,humidity,47.60,"
test,1503461111982664192,111,"255,from,10,44,rssi,2,msg,id,205,l,49.25,t,26.98,h,48.51,"
test,1503461112269182976,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.97,h,48.48,"
test,1503461112969521152,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.33,h,48.22,"
test,1503461113287985920,111,"255,light,74.90,161,temperature,25.66,humidity,47.57,"
test,1503461113303776000,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.95,h,48.48,"
test,1503461113829051136,111,"255,from,10,44,rssi,3,msg,id,205,l,48.85,t,26.98,h,48.51,"
test,1503461114274683904,111,"255,from,10,44,rssi,29,msg,id,235,l,73.27,t,26.33,h,48.22,"
test,1503461114592894976,111,"255,light,75.31,158,temperature,25.66,humidity,47.57,"
test,1503461114608890112,111,"255,from,10,44,rssi,3,msg,id,205,l,48.03,t,26.98,h,48.48,"
test,1503461115404742912,111,"255,from,10,44,rssi,2,msg,id,205,l,48.85,t,26.95,h,48.44,"
test,1503461115595825920,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.33,h,48.22,"
test,1503461115913986816,111,"255,light,73.68,157,temperature,25.66,humidity,47.57,"
test,1503461116184642048,111,"255,from,10,44,rssi,4,msg,id,205,l,48.44,t,26.95,h,48.44,"
test,1503461116884929024,111,"255,from,10,44,rssi,29,msg,id,235,l,73.68,t,26.34,h,48.22,"
test,1503461117219160064,111,"255,light,74.09,160,temperature,25.66,humidity,47.57,"
